sale_id,employee_id,product,category,amount,quantity,sale_date,region
4247,433,Headphones,Accessories,7065,2,2026-03-06,East
4248,433,Headphones,Accessories,6600,2,2026-03-06,West
4249,433,Keyboard,Accessories,6876,3,2026-03-06,South
4250,433,Printer,Electronics,74146,5,2026-03-06,South
4251,433,Keyboard,Accessories,9467,4,2026-03-06,North
4252,433,Keyboard,Accessories,1663,1,2026-03-06,North
4253,433,Table,Furniture,14615,1,2026-03-06,West
4254,434,Laptop,Electronics,79310,1,2024-07-23,South
4255,434,Headphones,Accessories,6105,2,2024-11-30,West
4256,434,Headphones,Accessories,14264,4,2023-03-12,South
4257,434,Desk,Furniture,54998,5,2023-08-05,West
4258,434,Keyboard,Accessories,3589,2,2024-03-30,West
4259,434,Sofa,Furniture,92097,4,2024-02-10,East
4260,434,Desk,Furniture,29626,3,2023-02-24,West
4261,434,Keyboard,Accessories,7744,4,2024-08-01,East
4262,434,Laptop,Electronics,114278,2,2024-03-05,North
4263,434,Tablet,Electronics,61642,3,2024-09-27,South
4264,435,Headphones,Accessories,6332,2,2026-02-01,North
4265,435,Sofa,Furniture,49400,2,2026-02-01,East
4266,435,Monitor,Electronics,51466,5,2026-02-01,East
4267,435,Sofa,Furniture,47974,2,2026-02-01,East
4268,435,Monitor,Electronics,31129,3,2026-02-01,North
4269,435,Mouse,Accessories,6798,5,2026-02-01,East
4270,435,Phone,Electronics,26290,1,2026-02-01,South
4271,435,Keyboard,Accessories,2123,1,2026-02-01,East
4272,435,Desk,Furniture,34260,3,2026-02-01,South
4273,435,Phone,Electronics,81097,3,2026-02-01,West
4274,435,Tablet,Electronics,20002,1,2026-02-01,West
4275,435,Sofa,Furniture,57747,2,2026-02-01,South
4276,435,Mouse,Accessories,6112,4,2026-02-01,South
4277,435,Printer,Electronics,15988,1,2026-02-01,North
4278,435,Headphones,Accessories,6890,2,2026-02-01,West
4279,436,Sofa,Furniture,59811,2,2023-10-04,South
4280,436,Headphones,Accessories,10530,4,2024-01-22,South
4281,436,Mouse,Accessories,3110,2,2024-01-11,West
4282,436,Headphones,Accessories,7491,3,2024-05-15,South
4283,436,Monitor,Electronics,55284,5,2023-10-10,South
4284,436,Keyboard,Accessories,4793,2,2024-08-26,East
4285,437,Tablet,Electronics,37392,2,2024-11-08,South
4286,437,Table,Furniture,80578,5,2024-01-19,North
4287,437,Table,Furniture,32015,2,2024-05-29,North
4288,437,Laptop,Electronics,385879,5,2020-11-28,East
4289,437,Mouse,Accessories,6951,4,2020-05-28,South
4290,437,Tablet,Electronics,86820,5,2023-08-23,South
4291,437,Phone,Electronics,65300,2,2024-11-21,West
4292,437,Sofa,Furniture,51221,2,2020-07-29,East
4293,437,Monitor,Electronics,25800,2,2020-01-04,South
4294,437,Monitor,Electronics,14380,1,2021-02-18,South
4295,437,Table,Furniture,28664,2,2022-06-21,East
4296,437,Desk,Furniture,33087,3,2024-11-12,East
4297,438,Keyboard,Accessories,8928,5,2024-02-21,South
4298,438,Printer,Electronics,26965,2,2020-01-02,South
4299,438,Monitor,Electronics,38517,4,2024-11-03,South
4300,438,Tablet,Electronics,45865,2,2023-02-11,North
4301,438,Tablet,Electronics,33985,2,2021-12-30,North
4302,438,Monitor,Electronics,11537,1,2023-12-19,East
4303,439,Monitor,Electronics,47605,4,2022-01-24,East
4304,439,Headphones,Accessories,5541,2,2024-01-02,West
4305,439,Headphones,Accessories,8104,3,2020-10-27,West
4306,439,Sofa,Furniture,23246,1,2020-11-04,East
4307,439,Monitor,Electronics,20077,2,2023-10-18,North
4308,439,Printer,Electronics,66028,4,2024-07-12,South
4309,440,Chair,Furniture,5198,1,2024-05-21,North
4310,440,Tablet,Electronics,23049,1,2024-01-05,East
4311,440,Phone,Electronics,29752,1,2019-12-28,South
4312,440,Printer,Electronics,89061,5,2020-02-10,West
4313,440,Monitor,Electronics,10273,1,2024-04-25,East
4314,440,Keyboard,Accessories,10251,5,2022-02-24,East
4315,440,Tablet,Electronics,22856,1,2022-12-19,South
4316,440,Monitor,Electronics,12192,1,2023-01-12,South
4317,440,Keyboard,Accessories,6692,3,2024-02-16,North
4318,441,Keyboard,Accessories,7275,4,2025-07-24,East
4319,441,Printer,Electronics,16937,1,2025-07-24,East
4320,441,Chair,Furniture,13325,3,2025-07-24,North
4321,441,Desk,Furniture,58039,5,2025-07-24,East
4322,441,Tablet,Electronics,56003,3,2025-07-24,North
4323,442,Monitor,Electronics,29132,3,2020-07-08,West
4324,442,Tablet,Electronics,36712,2,2019-12-20,West
4325,442,Phone,Electronics,132687,5,2023-04-24,North
4326,442,Printer,Electronics,32428,2,2023-01-23,South
4327,442,Sofa,Furniture,114444,5,2021-02-11,East
4328,442,Tablet,Electronics,35158,2,2023-09-24,South
4329,442,Mouse,Accessories,1695,1,2019-03-15,East
4330,442,Laptop,Electronics,278821,4,2019-08-01,North
4331,442,Phone,Electronics,56131,2,2023-12-22,North
4332,442,Keyboard,Accessories,5036,3,2022-10-05,East
4333,442,Mouse,Accessories,7445,5,2023-04-16,West
4334,442,Phone,Electronics,154182,5,2024-06-06,North
4335,443,Monitor,Electronics,39400,4,2023-04-18,East
4336,443,Desk,Furniture,33734,3,2023-12-13,West
4337,443,Laptop,Electronics,219412,3,2023-06-24,West
4338,443,Tablet,Electronics,96429,5,2024-03-22,North
4339,443,Sofa,Furniture,22220,1,2023-07-28,West
4340,443,Table,Furniture,52710,4,2023-09-07,East
4341,443,Table,Furniture,35786,2,2023-11-19,East
4342,443,Laptop,Electronics,357474,5,2023-10-13,South
4343,443,Desk,Furniture,43769,4,2023-11-28,West
4344,443,Headphones,Accessories,15311,5,2023-08-07,East
4345,443,Table,Furniture,17190,1,2022-09-06,West
4346,443,Mouse,Accessories,2429,2,2023-05-28,West
4347,444,Laptop,Electronics,158648,2,2021-08-05,South
4348,444,Chair,Furniture,20745,5,2021-04-22,West
4349,444,Phone,Electronics,171834,5,2021-08-23,East
4350,444,Table,Furniture,12122,1,2024-08-21,North
4351,444,Table,Furniture,35663,2,2023-09-02,North
4352,444,Chair,Furniture,21206,5,2022-12-15,East
4353,444,Table,Furniture,49356,3,2021-10-05,South
4354,444,Table,Furniture,30469,2,2020-09-25,South
4355,444,Phone,Electronics,163487,5,2022-07-12,West
4356,444,Laptop,Electronics,206505,3,2021-09-12,North
4357,444,Table,Furniture,34364,2,2023-08-13,North
4358,445,Mouse,Accessories,6861,4,2025-07-16,North
4359,445,Phone,Electronics,48927,2,2025-07-16,West
4360,445,Desk,Furniture,52551,5,2025-07-16,East
4361,445,Printer,Electronics,61856,4,2025-07-16,South
4362,445,Desk,Furniture,22590,2,2025-07-16,East
4363,445,Tablet,Electronics,106509,5,2025-07-16,West
4364,445,Keyboard,Accessories,6980,3,2025-07-16,East
4365,445,Phone,Electronics,76425,3,2025-07-16,East
4366,445,Chair,Furniture,24628,5,2025-07-16,South
4367,445,Monitor,Electronics,25146,2,2025-07-16,South
4368,446,Tablet,Electronics,104908,5,2024-09-13,East
4369,446,Table,Furniture,28559,2,2024-03-03,West
4370,446,Sofa,Furniture,129969,5,2021-08-18,East
4371,446,Chair,Furniture,5219,1,2024-03-17,North
4372,446,Table,Furniture,27130,2,2022-08-27,South
4373,446,Headphones,Accessories,11149,4,2023-03-14,South
4374,447,Desk,Furniture,41143,4,2020-07-06,North
4375,447,Phone,Electronics,103968,3,2024-05-26,South
4376,447,Headphones,Accessories,13981,4,2020-02-17,South
4377,447,Printer,Electronics,24751,2,2020-04-21,East
4378,447,Chair,Furniture,20777,5,2024-08-28,South
4379,447,Monitor,Electronics,69391,5,2024-05-01,North
4380,447,Keyboard,Accessories,7158,3,2021-06-30,South
4381,447,Chair,Furniture,29614,5,2022-01-17,East
4382,448,Desk,Furniture,31383,3,2022-02-14,West
4383,448,Laptop,Electronics,363711,5,2022-03-18,East
4384,448,Chair,Furniture,16596,4,2023-01-12,West
4385,448,Laptop,Electronics,234267,3,2023-09-01,North
4386,448,Mouse,Accessories,8165,5,2022-04-27,North
4387,449,Tablet,Electronics,97231,5,2021-07-07,North
4388,449,Headphones,Accessories,3152,1,2022-08-20,South
4389,449,Printer,Electronics,17825,1,2021-07-18,East
4390,449,Tablet,Electronics,20584,1,2024-08-06,East
4391,449,Desk,Furniture,41369,4,2024-08-25,West
4392,449,Printer,Electronics,50599,4,2022-09-06,North
4393,449,Monitor,Electronics,52882,4,2024-04-09,North
4394,449,Headphones,Accessories,16897,5,2023-03-18,North
4395,449,Desk,Furniture,16431,2,2021-05-21,South
4396,449,Laptop,Electronics,260907,4,2021-04-28,North
4397,449,Phone,Electronics,128828,5,2023-06-24,East
4398,450,Monitor,Electronics,26324,2,2021-10-26,West
4399,450,Mouse,Accessories,7123,4,2021-05-03,South
4400,450,Tablet,Electronics,97294,5,2024-01-07,East
4401,450,Mouse,Accessories,2736,2,2023-07-30,West
4402,450,Table,Furniture,52083,4,2022-03-25,East
4403,450,Sofa,Furniture,57662,2,2024-02-27,South
4404,451,Phone,Electronics,116289,4,2023-10-24,East
4405,451,Keyboard,Accessories,8039,5,2022-12-06,East
4406,451,Phone,Electronics,54562,2,2021-07-14,East
4407,451,Sofa,Furniture,86726,4,2021-02-01,North
4408,451,Sofa,Furniture,26478,1,2024-06-21,South
4409,451,Laptop,Electronics,177663,3,2022-04-30,East
4410,451,Headphones,Accessories,6564,2,2022-05-01,East
4411,451,Table,Furniture,34971,2,2022-03-22,North
4412,451,Headphones,Accessories,6835,2,2022-04-04,East
4413,451,Phone,Electronics,174932,5,2022-05-16,West
4414,451,Desk,Furniture,26124,3,2023-04-18,South
4415,451,Monitor,Electronics,36884,3,2024-11-04,East
4416,451,Monitor,Electronics,19636,2,2023-02-13,East
4417,452,Sofa,Furniture,145290,5,2024-11-27,West
4418,452,Desk,Furniture,43015,4,2023-11-26,West
4419,452,Laptop,Electronics,302067,4,2024-12-28,South
4420,452,Monitor,Electronics,10663,1,2020-02-21,South
4421,452,Tablet,Electronics,53999,3,2020-07-21,South
4422,452,Sofa,Furniture,64098,3,2022-01-07,West
4423,452,Desk,Furniture,57668,5,2020-08-02,North
4424,452,Headphones,Accessories,7344,3,2024-01-26,North
4425,452,Monitor,Electronics,26168,2,2024-05-12,North
4426,452,Printer,Electronics,87495,5,2020-11-30,North
4427,452,Table,Furniture,61495,4,2020-09-07,South
4428,452,Desk,Furniture,44883,4,2023-02-27,West
4429,452,Mouse,Accessories,3062,2,2024-11-16,West
4430,452,Tablet,Electronics,73475,4,2021-05-18,South
4431,452,Phone,Electronics,33532,1,2020-02-23,South
4432,453,Tablet,Electronics,97330,5,2024-03-30,South
4433,453,Desk,Furniture,32149,4,2023-03-01,East
4434,453,Sofa,Furniture,57273,2,2022-12-17,South
4435,453,Phone,Electronics,102886,3,2024-06-21,South
4436,453,Desk,Furniture,8825,1,2024-11-07,East
4437,453,Keyboard,Accessories,8480,4,2023-02-24,South
4438,453,Chair,Furniture,10484,2,2024-05-19,West
4439,453,Tablet,Electronics,41093,2,2022-11-21,East
4440,453,Table,Furniture,68246,4,2023-11-13,North
4441,453,Monitor,Electronics,29705,3,2023-02-01,East
4442,453,Keyboard,Accessories,1907,1,2024-06-05,West
4443,453,Tablet,Electronics,55930,3,2022-09-03,West
4444,454,Mouse,Accessories,7306,5,2026-02-01,West
4445,454,Desk,Furniture,38053,4,2026-02-01,North
4446,454,Monitor,Electronics,23015,2,2026-02-01,West
4447,454,Keyboard,Accessories,6401,3,2026-02-01,East
4448,454,Chair,Furniture,9113,2,2026-02-01,North
4449,455,Monitor,Electronics,25519,2,2022-05-15,South
4450,455,Tablet,Electronics,35043,2,2024-03-18,West
4451,455,Headphones,Accessories,12177,5,2024-02-22,East
4452,455,Keyboard,Accessories,3460,2,2020-12-09,South
4453,455,Printer,Electronics,62073,4,2023-09-08,East
4454,455,Mouse,Accessories,7416,5,2022-10-23,West
4455,455,Phone,Electronics,175079,5,2023-02-22,East
4456,455,Printer,Electronics,46319,3,2020-07-27,West
4457,455,Tablet,Electronics,21031,1,2024-02-09,East
4458,455,Chair,Furniture,20009,4,2022-11-27,East
4459,456,Phone,Electronics,103631,4,2026-03-17,East
4460,456,Printer,Electronics,32334,2,2026-03-17,North
4461,456,Desk,Furniture,27541,3,2026-03-17,East
4462,456,Keyboard,Accessories,5832,3,2026-03-17,South
4463,456,Tablet,Electronics,116182,5,2026-03-17,West
4464,456,Keyboard,Accessories,10416,5,2026-03-17,West
4465,456,Tablet,Electronics,67131,4,2026-03-17,North
4466,457,Chair,Furniture,5414,1,2025-05-05,East
4467,457,Headphones,Accessories,4920,2,2025-05-05,East
4468,457,Monitor,Electronics,60507,5,2025-05-05,East
4469,457,Printer,Electronics,40111,3,2025-05-05,South
4470,457,Mouse,Accessories,8549,5,2025-05-05,South
4471,457,Desk,Furniture,30721,3,2025-05-05,South
4472,457,Headphones,Accessories,16571,5,2025-05-05,North
4473,457,Tablet,Electronics,72398,4,2025-05-05,North
4474,457,Printer,Electronics,32331,2,2025-05-05,South
4475,457,Printer,Electronics,85603,5,2025-05-05,South
4476,457,Desk,Furniture,52312,5,2025-05-05,West
4477,457,Tablet,Electronics,64915,3,2025-05-05,North
4478,457,Printer,Electronics,33354,2,2025-05-05,East
4479,457,Mouse,Accessories,4846,4,2025-05-05,South
4480,457,Sofa,Furniture,87601,4,2025-05-05,South
4481,458,Keyboard,Accessories,2017,1,2022-02-21,West
4482,458,Phone,Electronics,127808,4,2022-08-25,South
4483,458,Keyboard,Accessories,8934,5,2021-11-01,West
4484,458,Mouse,Accessories,1762,1,2023-02-11,East
4485,458,Mouse,Accessories,4251,3,2022-06-03,North
4486,458,Tablet,Electronics,59540,3,2020-04-25,North
4487,458,Keyboard,Accessories,7135,3,2024-09-15,South
4488,458,Chair,Furniture,16703,4,2021-01-31,South
4489,458,Keyboard,Accessories,6677,4,2021-11-10,South
4490,459,Printer,Electronics,48400,3,2024-06-13,East
4491,459,Desk,Furniture,21824,2,2023-06-01,South
4492,459,Table,Furniture,36659,3,2022-11-03,North
4493,459,Printer,Electronics,24950,2,2024-08-31,East
4494,459,Table,Furniture,49928,3,2023-09-25,East
4495,459,Printer,Electronics,35396,2,2024-09-22,South
4496,459,Desk,Furniture,26503,3,2024-05-10,East
4497,459,Desk,Furniture,47393,4,2023-03-12,South
4498,459,Chair,Furniture,4611,1,2022-07-28,West
4499,459,Monitor,Electronics,40739,4,2022-06-14,South
4500,459,Desk,Furniture,25717,3,2022-07-02,South
4501,459,Table,Furniture,72860,5,2022-12-21,North
4502,459,Printer,Electronics,57263,4,2023-06-17,North
4503,460,Phone,Electronics,93125,3,2024-03-31,West
4504,460,Laptop,Electronics,69800,1,2021-08-26,West
4505,460,Headphones,Accessories,10852,4,2019-03-08,West
4506,460,Laptop,Electronics,197712,3,2023-11-12,South
4507,460,Sofa,Furniture,114661,4,2024-07-05,South
4508,460,Tablet,Electronics,19619,1,2023-10-11,West
4509,460,Printer,Electronics,31168,2,2024-12-08,West
4510,460,Table,Furniture,68640,5,2022-04-24,North
4511,460,Keyboard,Accessories,3457,2,2023-08-03,South
4512,460,Chair,Furniture,4406,1,2020-05-12,West
4513,460,Printer,Electronics,80990,5,2023-06-03,East
4514,460,Tablet,Electronics,61318,3,2022-09-21,North
4515,460,Printer,Electronics,44042,3,2023-04-15,South
4516,460,Phone,Electronics,54405,2,2019-01-17,North
4517,461,Printer,Electronics,28008,2,2022-06-27,South
4518,461,Keyboard,Accessories,6733,3,2021-10-12,East
4519,461,Phone,Electronics,94324,3,2022-05-15,West
4520,461,Chair,Furniture,10681,2,2020-10-13,West
4521,461,Table,Furniture,43942,3,2024-02-19,East
4522,461,Mouse,Accessories,6759,4,2023-10-02,West
4523,462,Mouse,Accessories,6110,4,2021-03-14,East
4524,462,Mouse,Accessories,4031,3,2024-10-01,West
4525,462,Laptop,Electronics,308931,4,2021-11-18,East
4526,462,Monitor,Electronics,50649,5,2021-12-18,North
4527,462,Monitor,Electronics,20281,2,2020-10-25,South
4528,462,Mouse,Accessories,5368,3,2022-08-28,South
4529,462,Laptop,Electronics,394275,5,2019-12-04,South
4530,462,Phone,Electronics,99697,3,2024-09-09,East
4531,462,Mouse,Accessories,1589,1,2023-11-04,South
4532,462,Laptop,Electronics,188160,3,2024-07-11,South
4533,462,Headphones,Accessories,10024,3,2024-01-31,North
4534,463,Headphones,Accessories,13704,4,2023-05-09,West
4535,463,Keyboard,Accessories,3221,2,2021-11-02,North
4536,463,Sofa,Furniture,56476,2,2022-03-29,East
4537,463,Laptop,Electronics,286542,5,2023-11-13,West
4538,463,Sofa,Furniture,29243,1,2022-06-07,North
4539,463,Headphones,Accessories,5206,2,2023-07-21,East
4540,463,Mouse,Accessories,2887,2,2021-08-29,West
4541,463,Headphones,Accessories,8933,3,2023-03-04,East
4542,463,Mouse,Accessories,2843,2,2024-05-18,West
4543,463,Chair,Furniture,14632,3,2023-08-01,South
4544,463,Desk,Furniture,9693,1,2024-02-02,East
4545,463,Headphones,Accessories,9545,3,2024-08-17,North
4546,463,Phone,Electronics,56183,2,2022-12-14,South
4547,463,Monitor,Electronics,28897,3,2022-07-23,West
4548,463,Mouse,Accessories,5879,4,2023-03-25,East
4549,464,Keyboard,Accessories,9021,4,2024-02-16,North
4550,464,Table,Furniture,15521,1,2023-04-10,West
4551,464,Monitor,Electronics,51976,5,2023-08-14,North
4552,464,Tablet,Electronics,46541,2,2023-03-27,West
4553,464,Headphones,Accessories,13323,5,2021-08-29,West
4554,464,Headphones,Accessories,12148,4,2022-03-14,South
4555,464,Headphones,Accessories,13570,5,2022-03-30,West
4556,464,Phone,Electronics,92132,3,2022-04-12,West
4557,464,Sofa,Furniture,21035,1,2021-12-03,North
4558,464,Printer,Electronics,84341,5,2024-01-08,South
4559,465,Printer,Electronics,40703,3,2024-11-28,East
4560,465,Monitor,Electronics,29902,3,2024-12-18,West
4561,465,Table,Furniture,45658,3,2024-12-20,West
4562,465,Phone,Electronics,172394,5,2024-12-19,North
4563,465,Table,Furniture,55294,4,2024-12-10,North
4564,465,Tablet,Electronics,100273,5,2024-12-22,West
4565,465,Laptop,Electronics,136150,2,2024-12-05,South
4566,465,Desk,Furniture,33185,4,2024-11-15,East
4567,466,Keyboard,Accessories,4712,2,2024-12-29,North
4568,466,Printer,Electronics,26638,2,2024-12-20,North
4569,466,Desk,Furniture,51360,5,2024-12-08,North
4570,466,Sofa,Furniture,86654,3,2024-10-27,East
4571,466,Phone,Electronics,27411,1,2024-12-12,South
4572,466,Laptop,Electronics,196570,3,2024-10-28,North
4573,466,Printer,Electronics,71626,4,2024-12-02,South
4574,466,Mouse,Accessories,1428,1,2024-11-06,East
4575,466,Tablet,Electronics,17481,1,2024-10-20,North
4576,466,Table,Furniture,79233,5,2024-11-07,North
4577,466,Chair,Furniture,4748,1,2024-11-18,South
4578,466,Chair,Furniture,4414,1,2024-12-02,North
4579,466,Phone,Electronics,154275,5,2024-12-20,North
4580,467,Sofa,Furniture,87258,4,2024-09-10,West
4581,467,Headphones,Accessories,10387,3,2024-10-23,South
4582,467,Sofa,Furniture,59761,2,2024-11-23,South
4583,467,Printer,Electronics,53792,3,2024-05-12,North
4584,467,Monitor,Electronics,12194,1,2024-12-09,West
4585,467,Phone,Electronics,126301,5,2024-10-02,East
4586,467,Mouse,Accessories,5822,4,2024-12-05,West
4587,467,Tablet,Electronics,81121,5,2024-04-28,South
4588,468,Mouse,Accessories,7852,5,2024-12-25,West
4589,468,Printer,Electronics,26123,2,2024-12-25,North
4590,468,Mouse,Accessories,1365,1,2024-12-25,West
4591,468,Tablet,Electronics,78808,4,2024-12-28,North
4592,468,Monitor,Electronics,26824,2,2024-12-24,South
4593,468,Printer,Electronics,35843,2,2024-12-22,South
4594,468,Monitor,Electronics,43196,3,2024-12-31,West
4595,468,Tablet,Electronics,36666,2,2024-12-26,West
4596,468,Monitor,Electronics,67086,5,2024-12-25,East
4597,469,Monitor,Electronics,45645,4,2021-09-23,North
4598,469,Monitor,Electronics,41543,3,2023-08-29,South
4599,469,Mouse,Accessories,4255,3,2022-08-31,West
4600,469,Headphones,Accessories,9907,4,2023-04-07,South
4601,469,Phone,Electronics,176032,5,2020-11-11,North
4602,470,Laptop,Electronics,291517,4,2025-04-13,West
4603,470,Monitor,Electronics,30092,3,2025-04-13,East
4604,470,Printer,Electronics,71216,5,2025-04-13,South
4605,470,Phone,Electronics,164211,5,2025-04-13,South
4606,470,Mouse,Accessories,6818,5,2025-04-13,East
4607,470,Chair,Furniture,27300,5,2025-04-13,East
4608,471,Tablet,Electronics,62038,3,2024-11-04,East
4609,471,Monitor,Electronics,34851,3,2024-10-02,East
4610,471,Monitor,Electronics,12457,1,2024-09-05,North
4611,471,Table,Furniture,88801,5,2024-10-06,East
4612,471,Phone,Electronics,62978,2,2024-12-31,West
4613,471,Mouse,Accessories,3004,2,2024-10-18,West
4614,471,Laptop,Electronics,70089,1,2024-12-12,North
4615,471,Table,Furniture,74573,5,2024-11-03,West
4616,471,Tablet,Electronics,22121,1,2024-12-11,East
4617,471,Table,Furniture,16068,1,2024-12-06,North
4618,471,Phone,Electronics,73760,3,2024-10-07,East
4619,471,Phone,Electronics,78741,3,2024-09-01,North
4620,472,Mouse,Accessories,1490,1,2025-11-23,East
4621,472,Chair,Furniture,23975,4,2025-11-23,East
4622,472,Table,Furniture,63511,4,2025-11-23,South
4623,472,Phone,Electronics,27981,1,2025-11-23,North
4624,472,Table,Furniture,51489,4,2025-11-23,West
4625,472,Headphones,Accessories,13267,4,2025-11-23,West
4626,473,Sofa,Furniture,28359,1,2023-04-03,West
4627,473,Laptop,Electronics,347855,5,2020-04-05,South
4628,473,Phone,Electronics,136395,5,2024-08-08,North
4629,473,Laptop,Electronics,390788,5,2022-03-28,East
4630,473,Phone,Electronics,154153,5,2022-09-21,West
4631,473,Tablet,Electronics,101143,5,2020-04-16,East
4632,473,Desk,Furniture,47155,5,2022-03-05,West
4633,473,Headphones,Accessories,9985,4,2020-08-22,West
4634,473,Laptop,Electronics,136637,2,2019-07-20,North
4635,473,Keyboard,Accessories,8326,5,2020-08-25,East
4636,473,Tablet,Electronics,40640,2,2023-02-28,East
4637,473,Mouse,Accessories,1231,1,2019-11-19,South
4638,473,Mouse,Accessories,7038,5,2021-08-08,East
4639,473,Chair,Furniture,17571,3,2022-11-22,West
4640,474,Printer,Electronics,35433,2,2025-08-11,West
4641,474,Monitor,Electronics,26605,2,2025-08-11,West
4642,474,Desk,Furniture,33328,3,2025-08-11,East
4643,474,Printer,Electronics,79836,5,2025-08-11,East
4644,474,Printer,Electronics,57760,4,2025-08-11,South
4645,474,Desk,Furniture,59744,5,2025-08-11,South
4646,474,Monitor,Electronics,53960,5,2025-08-11,East
4647,474,Phone,Electronics,132729,4,2025-08-11,East
4648,474,Tablet,Electronics,82393,5,2025-08-11,East
4649,474,Sofa,Furniture,65425,3,2025-08-11,West
4650,474,Monitor,Electronics,33368,3,2025-08-11,West
4651,474,Chair,Furniture,16131,4,2025-08-11,West
4652,474,Monitor,Electronics,68310,5,2025-08-11,South
4653,475,Table,Furniture,13386,1,2023-12-29,North
4654,475,Monitor,Electronics,44265,4,2024-11-16,West
4655,475,Keyboard,Accessories,9085,5,2024-07-11,West
4656,475,Printer,Electronics,13208,1,2024-02-08,East
4657,475,Printer,Electronics,28343,2,2024-03-16,West
4658,475,Desk,Furniture,31615,3,2024-07-23,West
4659,475,Desk,Furniture,54549,5,2024-03-14,South
4660,475,Keyboard,Accessories,8346,5,2023-11-18,West
4661,475,Printer,Electronics,76296,5,2023-11-26,North
4662,475,Chair,Furniture,18695,4,2024-02-01,North
4663,475,Keyboard,Accessories,1881,1,2024-03-07,North
4664,475,Phone,Electronics,67047,2,2023-11-02,North
4665,475,Tablet,Electronics,90549,4,2023-11-30,South
4666,475,Mouse,Accessories,3699,3,2024-11-17,North
4667,476,Chair,Furniture,8992,2,2023-03-25,North
4668,476,Table,Furniture,84338,5,2021-09-04,West
4669,476,Phone,Electronics,71503,2,2022-07-16,East
4670,476,Keyboard,Accessories,2209,1,2020-12-26,North
4671,476,Chair,Furniture,12379,3,2024-03-26,South
4672,476,Headphones,Accessories,11498,4,2023-11-10,East
4673,476,Mouse,Accessories,3189,2,2021-08-30,South
4674,476,Headphones,Accessories,3299,1,2024-09-17,North
4675,476,Phone,Electronics,128391,4,2020-12-06,North
4676,476,Desk,Furniture,8443,1,2021-05-13,South
4677,476,Laptop,Electronics,290256,5,2024-06-25,West
4678,477,Printer,Electronics,71829,5,2024-08-06,East
4679,477,Printer,Electronics,77969,5,2023-04-17,North
4680,477,Tablet,Electronics,36736,2,2024-04-05,East
4681,477,Laptop,Electronics,205236,3,2022-12-25,South
4682,477,Laptop,Electronics,125063,2,2023-07-04,West
4683,477,Laptop,Electronics,201322,3,2024-12-28,North
4684,477,Table,Furniture,33230,2,2024-04-23,South
4685,477,Sofa,Furniture,29851,1,2022-10-19,South
4686,477,Desk,Furniture,28852,3,2023-08-24,North
4687,477,Table,Furniture,16552,1,2023-05-23,West
4688,477,Desk,Furniture,17856,2,2023-05-28,West
4689,478,Tablet,Electronics,65826,4,2025-08-24,East
4690,478,Tablet,Electronics,35794,2,2025-08-24,West
4691,478,Desk,Furniture,23989,2,2025-08-24,West
4692,478,Laptop,Electronics,157291,2,2025-08-24,North
4693,478,Headphones,Accessories,13402,5,2025-08-24,North
4694,478,Sofa,Furniture,107558,4,2025-08-24,South
4695,478,Mouse,Accessories,8062,5,2025-08-24,East
4696,478,Chair,Furniture,25078,5,2025-08-24,West
4697,479,Monitor,Electronics,70574,5,2022-10-01,South
4698,479,Chair,Furniture,21460,4,2023-07-11,East
4699,479,Headphones,Accessories,5664,2,2021-04-21,East
4700,479,Sofa,Furniture,77882,3,2020-08-08,South
4701,479,Table,Furniture,32622,2,2023-08-24,South
4702,479,Laptop,Electronics,82731,1,2022-05-22,West
4703,479,Laptop,Electronics,304342,4,2021-04-02,North
4704,479,Laptop,Electronics,65471,1,2022-08-25,North
4705,479,Monitor,Electronics,12843,1,2022-08-09,South
4706,479,Tablet,Electronics,64504,4,2020-08-06,North
4707,479,Monitor,Electronics,34105,3,2024-01-06,West
4708,480,Table,Furniture,16298,1,2021-05-15,West
4709,480,Sofa,Furniture,106158,4,2023-07-21,South
4710,480,Laptop,Electronics,368406,5,2024-03-31,West
4711,480,Tablet,Electronics,101312,5,2023-01-12,East
4712,480,Laptop,Electronics,177430,3,2021-06-04,North
4713,480,Keyboard,Accessories,2347,1,2021-11-10,East
4714,480,Phone,Electronics,30249,1,2024-11-24,South
4715,480,Table,Furniture,29408,2,2021-10-22,East
4716,480,Table,Furniture,42143,3,2020-10-12,South
4717,481,Keyboard,Accessories,4443,2,2024-09-11,North
4718,481,Table,Furniture,63494,4,2023-08-29,South
4719,481,Sofa,Furniture,88085,4,2024-05-21,South
4720,481,Tablet,Electronics,58571,3,2023-05-26,North
4721,481,Chair,Furniture,11362,2,2023-10-06,East
4722,481,Table,Furniture,58560,4,2024-12-24,East
4723,481,Headphones,Accessories,2529,1,2023-02-28,North
4724,481,Monitor,Electronics,53516,5,2024-04-19,East
4725,481,Desk,Furniture,28232,3,2022-12-29,North
4726,481,Printer,Electronics,70712,4,2024-10-04,West
4727,481,Headphones,Accessories,13843,5,2023-03-15,South
4728,481,Mouse,Accessories,2407,2,2023-12-10,West
4729,481,Chair,Furniture,23724,5,2024-05-28,West
4730,482,Phone,Electronics,157465,5,2020-06-11,South
4731,482,Phone,Electronics,33361,1,2021-12-01,West
4732,482,Printer,Electronics,72627,5,2019-03-02,East
4733,482,Tablet,Electronics,32972,2,2020-06-23,South
4734,482,Desk,Furniture,36699,4,2023-02-23,South
4735,482,Tablet,Electronics,80664,5,2019-07-27,North
